,device_id,device_freq
184,AAWJBCVZBQFMC,1
185,AAWMHAACYDGCV,1
186,AAWQYOJVMGSZR,1
187,AAWSRPYVELBFV,1
188,AAWTSBEHTFYDX,1
189,AAWZYYVAZFKRH,1
190,AAXAMLYSOUMRX,1
191,AAXCEPFHDDIVI,1
192,AAXLISVJKUIYW,1
193,AAXMXKFIMCYSK,1
194,AAXWKVBISBGWI,2
195,AAXZSQLGWMBUU,1
196,AAYCYGWHJOIOH,1
197,AAYLYMAAPMYKB,1
198,AAYNMNTTWTYOK,1
199,AAYOAVMBFEUCG,1
200,AAYPIYBAOGVZI,1
201,AAYSEHLPCYBNQ,1
202,AAYWLUIMFGGID,1
203,AAYYNXHNONZMK,1
204,AAYZRHNSMVNIT,1
205,AAZADPMSFVPHL,1
206,AAZDRYEGQQVQQ,1
207,AAZEWBSDOGVJB,1
208,AAZHLQIQLZLLV,1
209,AAZIDEBKNLYXW,1
210,AAZKKGARBUETG,1
211,AAZLMMZRAXKAQ,1
212,AAZPVRNJIGHIM,1
213,AAZQPCHXEHLYC,1
214,AAZUBUAXCRZLI,1
215,AAZUUOLAYSABO,1
216,AAZXMRHUJUPAF,1
217,AAZYKYNHZHODK,1
218,ABACCUDEKARKZ,1
219,ABAEFXBDUVRBE,1
220,ABAKUTBUYPSAT,1
221,ABARELIKESYUK,1
222,ABATKMAYGGWNI,1
223,ABAWKCLFOLYDQ,2
224,ABAYYQSMCUBBN,1
225,ABAZXHHVLSKQP,1
226,ABBATJRSEUVKZ,1
227,ABBCCQZOCCTGY,1
228,ABBFUOTXNJKTO,1
229,ABBGHLEIDIRZK,1
230,ABBLDEXZHRAZE,1
231,ABBPOBHYZYYZT,1
232,ABBUWXJFLYQCO,1
233,ABBWHTFOBKDIP,1
234,ABCTHOHKDWJLS,1
235,ABCUGDWKJHCMS,1
236,ABDAJQZEJKBMI,1
237,ABDENNNTJXPWR,1
238,ABDMAILDZHITD,1
239,ABDMTHRSZZLLJ,1
240,ABDPEWZUOOCKK,1
241,ABDQDGUCPCNKL,1
242,ABEBQBVISJYLP,1
243,ABEHWRFYGAJFZ,1
244,ABEIFSVMKEJVL,1
245,ABEKNJXZSBDRL,1
246,ABENWUEUGNPMS,1
247,ABEUWRAEGVPAP,1
248,ABEYNZYHKUWGX,1
249,ABEYWOPNOAVQU,1
250,ABFAKOUZNHUDN,1
251,ABFBLQSRBINNH,1
252,ABFDVEFYYJBBU,1
253,ABFHEWSRDXTLM,1
254,ABFHMOSJVXWNR,1
255,ABFIILUTCLNTP,1
256,ABFISLUJSKDJZ,1
257,ABFTZAJOJIMEU,1
258,ABFUOAXNISKMM,1
259,ABGAAIZLGEAPV,2
260,ABGAUZEHQEPNJ,1
261,ABGFRPTBWZFJF,1
262,ABGGNUZSQCDFV,1
263,ABGRLMKYPEHHA,1
264,ABGUCGVGBOFIZ,1
265,ABGZRZHQWJSVI,1
266,ABHIENIMNQTAT,1
267,ABHKFKYOFGDMB,1
268,ABHLXHWOTLILO,1
269,ABHOZJUBHFDJZ,1
270,ABHXIZKGSYVXU,1
271,ABHYPGKELYVPM,1
272,ABIIQKPVAMVCF,1
273,ABIJPYYWAXWHO,1
274,ABIMKMIBPUUVC,1
275,ABIQPHPMUXJQG,1
276,ABIXHYNEVQDDO,1
277,ABJBHWVICCSMA,2
278,ABJHKMKDOIGXX,1
279,ABJNROXIHROFB,1
280,ABJTGGAJRQTZL,1
281,ABJUXVSVLDTNV,1
282,ABKAIUQAWSINO,1
283,ABKGLNIRJDXET,1
284,ABKMEPKJQZSFO,1
285,ABKOPWSGBEZET,1
286,ABKPEFYRLUZME,1
287,ABLDYPMXAGSTD,1
288,ABLEQUWDQFLUS,1
289,ABLEWANFHVKAF,1
290,ABLFNXIEQFQBS,2
291,ABLKHYNHGNZHL,1
292,ABLQWMHZSOLBR,1
293,ABLTHDBEQNWPF,1
294,ABMHEAOJYNCYN,1
295,ABMOJNKKUTGXY,1
296,ABMUNWXCKUAUF,1
297,ABMXNFNGPIRYI,1
298,ABNCOTEBWSIIJ,1
299,ABNLCTOLYKIOE,1
300,ABNMIQLJWXNUK,1
301,ABNVHHJNCIXPR,1
302,ABNVPRFTDWUFR,1
303,ABNWRAOMBRDLD,2
304,ABNXFXWABCUDT,1
305,ABNZHLXJZLWRB,1
306,ABOCAHVTSTIXL,1
307,ABOILHJYQBSZN,2
308,ABOPOPZINCWFG,1
309,ABOQRULSUHSNB,2
310,ABOTUVUHFSBUU,1
311,ABOUQVAKSTJDY,1
312,ABOWGFLIPHOKJ,1
313,ABOYMNQHAYVPU,1
314,ABPAMKGPLJQXQ,1
315,ABPAUYDWVSRHA,1
316,ABPBOLORRLHOC,1
317,ABPDMWWNWZZNM,1
318,ABPFEURPYGEJK,1
319,ABPFSGARQYKBV,1
320,ABPNIIZZQSGJX,1
321,ABPOALVAVEQDX,1
322,ABPUJBFONNGQL,1
323,ABPUTDOGTTISP,2
324,ABPWAPOSHAYWV,1
325,ABPWGJKJNDZRS,1
326,ABPXNPKOJMYAD,1
327,ABQBIAKFKZDJR,1
328,ABQBKOYAOOHEV,1
329,ABQGYARRFLICP,1
330,ABQJGCESKYPPF,1
331,ABQUWXLUIHOXC,1
332,ABQXWVJKSEGOI,1
333,ABRAZFZXHVYNQ,1
334,ABRJNZZLHSCNS,1
335,ABRPYCQOMRDSE,2
336,ABRWBBWQJTDMN,1
337,ABRWJCNPNUZSD,1
338,ABSDOEERFSPVW,1
339,ABSFJVZXIREIA,1
340,ABSIMUTOLHZKH,1
341,ABSIRJNUUSOCR,1
342,ABSKSCKCOTAXN,1
343,ABSLBNIOMJQCQ,1
344,ABSLUOSHPMZGC,1
345,ABSQDIIFTCZUA,1
346,ABSXIJUIRRZON,1
347,ABTDNIDTNMIXO,1
348,ABTFUTROMGHNB,1
349,ABTHXJTKHGQWG,1
350,ABTIJESGPVMPR,1
351,ABTOPWNZPVNOC,1
352,ABTRKBCSMRBJN,1
353,ABTZBDWOULYCI,1
354,ABTZQCZCVIWWJ,1
355,ABUBCQDATQMQH,1
356,ABUELOJEEQKGQ,1
357,ABUEUMVMSUYDJ,1
358,ABUGUQGVUVSFV,1
359,ABUKOZYMMXDBV,1
360,ABUOXCIJVYAOT,2
361,ABUPYXPYANUVP,1
362,ABUQAYTSYQVUR,1
363,ABUYEKEVKCTYI,1
364,ABVHNTYWSQVOB,1
365,ABVHPAAHCPFFL,1
366,ABVIDRWZSTXSY,1
367,ABVIGMRCFDJOW,1
368,ABVOOHNZRHBSM,1
369,ABVPVOOALZZOV,1
370,ABVUUJSDNMWWZ,1
371,ABVXEWIRYYQAT,1
372,ABWEHBTXKIDLP,1
373,ABWEKJMHHHPYI,1
374,ABWELLZUEPGJD,1
375,ABWFWGBNCBNTG,1
376,ABWHZWFSYNFXM,1
377,ABWJWSCWKVZQM,1
378,ABWKKAXCEYPAY,1
379,ABWKOAQOZSWBV,1
380,ABWSNQWGCFARL,2
381,ABWUSCLOQPLTF,1
382,ABWWFLRXDWCGW,1
383,ABWWZLFUMHHMP,1
384,ABXCTAAMAQVQQ,1
385,ABXCXEEFVHRMC,1
386,ABXFLWALAOZII,1
387,ABXHDZRBZBKIU,1
388,ABXHFJTSSTHTU,1
389,ABXHJKPSZDWFC,1
390,ABXLCDSNKFVUK,1
391,ABXOFTRVMMCUA,1
392,ABXVQZTJLNBOL,1
393,ABXWLUKCACHCY,1
394,ABXXKZZZFBJEQ,2
395,ABXYCANXGDEUU,1
396,ABXYHRSPGMXLX,1
397,ABYETFUPGOXCH,1
398,ABYGEMVYPVMDZ,1
399,ABYGYJZRHLDDH,1
400,ABYLCNTAFANQE,1
401,ABYONDDFKVRPK,1
402,ABYRDXZFPEBJB,1
403,ABYVMGRFLTGZI,1
404,ABZCVOJZUWUKK,1
405,ABZIIKPNVQDXI,1
406,ABZKDPCQDNWCT,1
407,ABZLCSSKFHMPS,1
408,ABZOKNJIZICGQ,1
409,ABZRRXKQACLZO,1
410,ABZVXKCVLNNOD,1
411,ACABUIAKENPIF,1
412,ACAOXIPNVNXOP,1
413,ACAPKCCPTSIZO,2
414,ACAQNBWTPZYLF,1
415,ACAWRITCXRPMK,1
416,ACBDLEQJQKDRU,1
417,ACBDTXJEXAKWA,1
418,ACBEETXCFIZDJ,1
419,ACBEGMIWWJIZM,1
420,ACBKVDBOFKKWF,1
421,ACBMWNWENGLWU,1
422,ACBOGRTCRKPSS,1
423,ACBPJSUNIFMKK,1
424,ACBVXEUKDJREE,1
425,ACBZRANHEDVAP,1
426,ACCHOPVQQQFNT,1
427,ACCHYZYPOFHVA,1
428,ACCMMVDRARKOK,1
429,ACCOKKIAROWHP,1
430,ACCUBFJXHZWBD,1
431,ACCURDMNWMRHH,1
432,ACCVNMHFOGWHR,1
433,ACCXTXRSWTJOC,1
434,ACDCLNEIZTOPE,1
435,ACDFALUJEWBTS,1
436,ACDFFFJKQDRLV,1
437,ACDGRSVZPNLCV,1
438,ACDJCVPXRHFXN,1
439,ACDPGOKJFGLLH,1
440,ACDWCVTLSRODI,1
441,ACDYFMUQVBHGS,1
442,ACEDPQTBZLFSU,1
443,ACEGHYAFFMIKW,1
444,ACEOSAMMNRPWC,1
445,ACEQGAFHDCGEL,1
446,ACERIUWPRHRHV,1
447,ACEUOVGPUWHAV,1
448,ACFFOVPHBHCSK,1
449,ACFGVJKBGQPCC,1
450,ACFHCPGEEQUQW,1
451,ACFKYDYCBAGEN,1
452,ACFNLOTJVQVVJ,1
453,ACFNPBAPCXXZA,1
454,ACFPGRPBLULLA,1
455,ACFSAOCEJUKDX,1
456,ACGEMGYVHVAQO,1
457,ACGIKCYAAFPOO,1
458,ACGJICBJJZXQR,1
459,ACGMIHPGQOZZT,1
460,ACGTUJSZOXFXC,1
461,ACGUHQCVRTJWV,1
462,ACGVKHHMZJXJZ,1
463,ACGVQKBKHOEWQ,1
464,ACGWTULSYTYPD,1
465,ACGZYIXEOFOOX,1
466,ACHBVENWZPCBE,1
467,ACHNVXABVUAQG,1
468,ACHSDZFCAJYQU,1
469,ACHSURELYCFMM,1
470,ACIDLGMQTRDKG,1
471,ACIDYDCONGXAH,1
472,ACIJKBCUZOFWU,1
473,ACIJORNIKTFGD,1
474,ACILCSCWULZBZ,1
475,ACILIKRBAROZM,2
476,ACIMSBRUUWSGB,1
477,ACINFPOJYYUAW,1
478,ACIVQQKMKQANQ,1
479,ACIVXHJMKLVGO,1
480,ACIXKFEAHOZQP,1
481,ACIZXQWCLHDHI,1
482,ACJCPDHKXFEFS,1
483,ACJGDANJJMFJM,1
484,ACJHCWIFQVOAG,1
485,ACJNJFCKTRECU,1
486,ACJPLOGFWACDS,1
487,ACJRMIXWJGJBE,1
488,ACJRXRULNBXFG,1
489,ACJWZCKEHPTKQ,1
490,ACJZAXDARPALC,1
491,ACKHKRGQDIEVG,1
492,ACKIPWINYRFGZ,1
493,ACKLUOYGIILBP,1
494,ACKVPMFYTFFVN,1
495,ACKXHFHJVKFJU,1
496,ACKYGJNLAQMQK,1
497,ACLANEIMFXHMV,1
498,ACLDGWLXGJAHC,1
499,ACLEFXJKRYSYE,1
500,ACLIKMRIFWUMF,1
501,ACLKPQHBMMINV,1
502,ACLLFHZREULFN,1
503,ACLMHRBBRMGHD,1
504,ACLNSIMNVITOV,1
505,ACLTKVMDCQTIU,1
506,ACLTQHRVFYGBE,1
507,ACLYCEDCPUDCG,1
508,ACLZRXSJJKLDP,1
509,ACLZVECJENMQA,1
510,ACMIKECXRXPYY,1
511,ACMKAGNTJNACQ,1
512,ACMPTBUJXIMVZ,1
513,ACMQMASWCTQJX,1
514,ACMROORZKIAYN,1
515,ACMSRTCXGKBHZ,1
516,ACMVUTXOVQLCQ,1
517,ACMWROQABBDND,1
518,ACMWYFMUIEGMU,1
519,ACMYIXBMFJWYG,1
520,ACNCXZOKZAJCF,1
521,ACNFOBPHFVQFO,1
522,ACNHYRINELQZB,1
523,ACNMZKQMZSZFU,1
524,ACNPOGZPXUTMQ,1
525,ACNRHRUUOZKTM,1
526,ACNXERGOKSPPN,1
527,ACNXLOLDAWPLL,1
528,ACOEMSUSNNDHM,1
529,ACOJRECNJCYDC,1
530,ACOOJCOMFLNCD,1
531,ACOQQEAEZNOPJ,1
532,ACOSKVAGJGRGG,1
533,ACOUCKDVBQPQZ,2
534,ACOUVVRGESWMP,1
535,ACOXPLAFSZZJC,1
536,ACPBQBBMZOMAM,1
537,ACPCXGIIDZQQW,1
538,ACPEFZYCCNRSP,1
539,ACPERTPOGPXGL,1
540,ACPHJYQYPIAJJ,1
541,ACPIIRFYVXYSM,1
542,ACPLUEKLFYFZO,1
543,ACPNCHEDMYPTX,1
544,ACPRSDHAJRIYS,1
545,ACPTXJCEMFCZO,1
546,ACQAGKPADKISW,1
547,ACQBEEZEPTMWA,1
548,ACQBIJARLBFFE,1
549,ACQBYLUBMSVYH,1
550,ACQCPVRQZRKXL,1
551,ACQEPHSYALSYS,1
552,ACQGDAOKEOKMR,1
553,ACQJZQLKFEFKK,1
554,ACQMBFGIXLFPD,1
555,ACQPYTJTXHTMU,1
556,ACQWMYHOBTDNS,1
557,ACQYFTSVYEWLU,1
558,ACQZIWGSLVXAS,1
559,ACRFUUAFNRLCK,1
560,ACRGUERCIGMOE,1
561,ACRKTYYZZRBKM,1
562,ACRQRGVURKMGJ,1
563,ACSCQXKCELVSK,1
564,ACSHNDLJTZGIO,1
565,ACSHTYVZPTAYS,2
566,ACSMJIVJJGAPS,1
567,ACSRVKFGNNOKS,1
568,ACSUSHQFXWQOK,1
569,ACSZGSMYQXCEW,1
570,ACTACCFFGESOC,2
571,ACTAYUHPHHGVU,1
572,ACTBADUIVKKRL,1
573,ACTGOYLQTNOSA,1
574,ACTHOIKSWWJOW,1
575,ACTMELLROOIEY,1
576,ACTOIGZJSIZXX,1
577,ACTPTTBELETTY,1
578,ACTVTYRHXRABZ,1
579,ACTZMXBZFOEPO,1
580,ACUCIKQBCBEEU,1
581,ACUOXZVRLVGIY,1
582,ACUPSHHJPKYOJ,1
583,ACUQCPGWUDVUJ,1
584,ACUXZNLYNUNAY,1
585,ACVIRAYJJFYOH,1
586,ACVIXVJDRWDLV,1
587,ACVNRCGNDTDDE,1
588,ACVPKLMSZZYKQ,1
589,ACVSVTQINSOCH,1
590,ACVUJDDYAAIUG,1
591,ACVXQZGXMXLSU,2
592,ACWDRBLKIYEYT,1
593,ACWHNJREEWXGT,1
594,ACWWXOOWONOMR,1
595,ACWZJREAOCYVT,1
596,ACXBBFKHLECXC,1
597,ACXFVNJTHFYXS,1
598,ACXGPREZEDKYQ,1
599,ACXJTJRVXEZDS,1
600,ACYEZGITUQIAQ,1
601,ACYHLFTGRDDML,1
602,ACYNENQYJXRHW,1
603,ACYOFWPUQXQEG,1
604,ACYPUWFFGYTLI,1
605,ACYPWOAWFBEAB,1
606,ACYRFZIWCVQXT,1
607,ACYRZGESJDJCE,1
608,ACYUATXQMWNOM,1
609,ACYVKESCYSHXN,1
610,ACYYEVPVMRBOB,1
611,ACYYTUBKZEMXE,1
612,ACZDUJHIXBOLY,1
613,ACZHYRIVENIRB,1
614,ACZMDAFHWVADT,1
615,ACZVRVMHYLHMF,1
616,ACZWSJQEMAOYI,1
617,ADACNMZGSMFEU,1
618,ADACSHKZHZMKO,1
619,ADAFTLEHOBLDS,1
620,ADALQZQHCGEND,1
621,ADAROVQXPODQQ,1
622,ADATJZPENBALM,1
623,ADAVMDCJJRXRM,1
624,ADBEMLTWNHZCT,1
625,ADBFMUJSVVKJI,1
626,ADBFOGVJTHNFJ,1
627,ADBQENAHYECRG,1
628,ADBVZZDKQVOXZ,1
629,ADBYVCUOLANJS,1
630,ADCAULPPQGZVM,1
631,ADCBIFQHMEUGL,1
632,ADCDZMKBCSLZK,1
633,ADCKHWNKXZFHN,1
634,ADCMQVVITMTCR,1
635,ADCOGNSAEUVFN,1
636,ADCUUCZBKMHKD,1
637,ADCWVUIEIQBSU,1
638,ADCXNHROIQJDT,1
639,ADDDLMHGJRHEP,1
640,ADDIAIKHMUXZO,1
641,ADDOJKCHXVDNS,1
642,ADDRZMEAWTRJI,1
643,ADDXKCAHVFHWW,1
644,ADEAIAXRGGCBZ,1
645,ADEDUDCYQMYTI,14
646,ADEJSRJOLLROI,1
647,ADESJTRGAAPAH,1
648,ADESKORATBMEO,1
649,ADETOGNJAFFNP,1
650,ADEZBEVXFHYYR,1
651,ADEZJTEHZFQPS,2
652,ADFCUBWHTPFPU,1
653,ADFEJNGNVVZKX,1
654,ADFGVUFZPNSTX,1
655,ADFOLRYUMVENJ,1
656,ADFSDRTRKIFMW,1
657,ADFZEAZJYIAOI,2
658,ADFZJUHNQKIAK,1
659,ADGDCFQMFNTGX,1
660,ADGGACLDYPNZI,1
661,ADGHSOVLXPVWF,1
662,ADGQDWXKJFCDQ,1
663,ADGRBPTJMFWKF,1
664,ADHCFAGVHRXKZ,1
665,ADHHDLDKPEOLN,1
666,ADHHZLUYHFHAH,1
667,ADHIPTWLWOIGS,1
668,ADHTQKIGHXVLT,1
669,ADHURHJZZXSVQ,1
670,ADHYNIGWSGJKH,1
671,ADIABXRLNHFTD,1
672,ADIHAFCKBVYPX,1
673,ADIHGIZEEGLVA,1
674,ADILJNNUDZMYM,1
675,ADINDJMXIDPSY,1
676,ADIQMVCJDSSTN,1
677,ADIUESDEIUYLT,1
678,ADIVXMJQTSHPX,1
679,ADIZHMAEVCCVQ,1
680,ADIZPXOLEZHTD,1
681,ADJANEHHVUBLG,1
682,ADJFTWNNNMJLY,1
683,ADJHKUHJLOSEO,2
684,ADJHNZPWWJMBF,1
685,ADJHXMOCLYRBZ,1
686,ADJJRUQJSWJJN,1
687,ADJPKAYNUQWGG,1
688,ADJZCBMDCCISW,1
689,ADKBRRCVPNQVZ,1
690,ADKFDCZEBCSVT,1
691,ADKKBBUKXCMJW,1
692,ADKNPSBCEYJKM,1
693,ADKOFUKXRXPQV,1
694,ADKPJKYMJLXSG,1
695,ADKRAHOGDLMOE,1
696,ADKTOKZHRDOMN,1
697,ADKWQXAZNGLPO,1
698,ADLEGYBNQBHSO,1
699,ADLFHPWUXURXF,1
700,ADLHXLSYDLLYP,1
701,ADLMALHYQFOEQ,1
702,ADLQFMUBORKJJ,1
703,ADLSBHNCTPCXI,1
704,ADLZLEXUZFZRE,1
705,ADMIBSYPWZDDP,1
706,ADMKLCAYYFWLP,1
707,ADMLLRCCIHNOT,1
708,ADMOCUQLXXHJL,1
709,ADMOUMEGVUYXK,1
710,ADMRHGYZVLOHF,1
711,ADMSPWOODVBLT,1
712,ADNDWTRIVJSTL,1
713,ADNDZJCAYIDRC,2
714,ADNFCWFISCMMZ,1
715,ADNGQCFSSSZOJ,1
716,ADNHVQZKADERP,1
717,ADNKMOEOYFZQQ,1
718,ADNPEWQIVNWAO,1
719,ADNVSKTSUSWBQ,1
720,ADOABXXLRRZVX,1
721,ADOAEQVIDTJJD,1
722,ADOEANKGLNDDI,1
723,ADOFECEFCYBPH,1
724,ADOGNEHSWFHIY,2
725,ADOIPZOQXVQAM,1
726,ADOJBUVLIHUIL,1
727,ADOSEUGQESECY,1
728,ADOVWDGEWZFLW,1
729,ADOXIJMWNKGYF,1
730,ADPCKXRAOGGGK,1
731,ADPNNEHHYBRGS,1
732,ADPQCHZHJNJQX,1
733,ADPQJBSFTHZSB,1
734,ADPXPYACHFBVB,1
735,ADQHHQMVRAHPI,1
736,ADQHOAJZZPANG,1
737,ADQUEAKXTBSIU,1
738,ADQUXLWOPOFTP,1
739,ADQVIYKDYGYAA,1
740,ADQYXTMQWBZUE,1
741,ADRAHRJRPJRKU,1
742,ADRBBKAXTTCSQ,1
743,ADRCXQFDUSXOY,1
744,ADRHYNIVBHVBX,1
745,ADRMCASQTYITJ,1
746,ADROLKTTWBAGB,1
747,ADRQZOXPPUMKU,1
748,ADRRNBQHXWWVY,1
749,ADRTLUDOWPGMF,1
750,ADRUAEWBWVAVP,1
751,ADSFDSAMTBYTV,1
752,ADSLWJZULLMQP,1
753,ADSNQIASTHAEQ,1
754,ADSNUUKRDEGUH,1
755,ADSSTVZRXUIED,1
756,ADSXMVJDQBTSW,1
757,ADSZBQLHGDDIT,1
758,ADTAJNUAMMMKF,1
759,ADTNIKJRWJEES,1
760,ADTOTEAUUTSTT,1
761,ADTSGPNFADHED,1
762,ADTWVGNLLYNDG,1
763,ADUBXNVIPJRSD,2
764,ADUGQEUUCGOOH,1
765,ADUNYMRFMTQBE,1
766,ADUNZMLXWXSDA,1
767,ADUVQULJQBTIG,1
768,ADVDMRJSWXTDF,1
769,ADVJMXDLQIHIP,1
770,ADVKDMCKZFOOY,1
771,ADVTOPPDHDYRN,1
772,ADVWEVBDPRKLZ,1
773,ADVWLTTMUUJUS,1
774,ADVXZJNNOGORL,1
775,ADVYZONHXWEPO,1
776,ADWODGZDYAUIS,1
777,ADWODTZJTOZBT,1
778,ADWQPCMTZAKJA,1
779,ADWULFSGIUGWN,1
780,ADWXSVTYHUCTJ,1
781,ADWYFWTWAOPSC,1
782,ADXGNBCCESYTF,1
783,ADXHOEIFQKIIC,1
784,ADXHYMOIZRJMJ,1
785,ADXIQLHHYBMWR,1
786,ADXJHMHDTXRDV,1
787,ADXKGYMTFTNTO,1
788,ADXKIQGCUKSHN,1
789,ADXMZQRDJTHAM,1
790,ADXUBXNVACJDN,2
